,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,NA_Cumulative_Sales,Cumulative_NA_Sales,Cumulative_JP_Sales
5211,,Obscure,XB,2004.0,Adventure,,0.03,0.01,,,,,,138.9500000000001,
5218,,GunGriffon: Allied Strike,XB,2004.0,Simulation,,0.02,0.01,,,,,,138.9700000000001,
5220,,Galleon: Islands of Mystery,XB,2004.0,Action,,0.02,0.01,,,,,,138.99000000000012,
5227,,Future Tactics: The Uprising,XB,2004.0,Strategy,,0.02,0.01,,,,,,139.01000000000013,
5228,,Syberia II,XB,2004.0,Adventure,,0.02,0.01,,,,,,139.03000000000014,
5235,,Room Zoom: Race for Impact,XB,2004.0,Racing,,0.02,0.01,,,,,,139.05000000000015,
5237,,Steel Battalion: Line of Contact,XB,2004.0,Simulation,,0.02,0.01,,,,,,139.07000000000016,
5238,,Carmen Sandiego: The Secret of the Stolen Drums,XB,2004.0,Action,,0.02,0.01,,,,,,139.09000000000017,
5242,,Pro Fishing Challenge,XB,2004.0,Sports,,0.02,0.0,,,,,,139.11000000000018,
5244,,Knight's Apprentice: Memorick's Adventures,XB,2004.0,Action,,0.02,0.0,,,,,,139.1300000000002,
5251,,Guess the Logos,XB,2004.0,Puzzle,,0.02,0.0,,,,,,139.1500000000002,
5252,,Headhunter: Redemption,XB,2004.0,Action,,0.02,0.0,,,,,,139.17000000000021,
5254,,Digimon Rumble Arena 2,XB,2004.0,Fighting,,0.01,0.0,,,,,,139.1800000000002,
5262,,Exhibition Volume 6,XB,2004.0,Misc,,0.01,0.0,,,,,,139.1900000000002,
5272,,Malice,XB,2004.0,Platform,,0.01,0.0,,,,,,139.2000000000002,
5277,,Powerdrome,XB,2004.0,Racing,,0.01,0.0,,,,,,139.21000000000018,
5311,,Grand Theft Auto: San Andreas,XB,2005.0,Action,,1.26,0.61,,,,,,140.47000000000017,
5313,,Madden NFL 06,XB,2005.0,Sports,,1.75,0.03,,,,,,142.22000000000017,
5319,,Star Wars: Battlefront II,XB,2005.0,Shooter,,1.22,0.39,,,,,,143.44000000000017,
5337,,Doom 3,XB,2005.0,Shooter,,0.85,0.43,,,,,,144.29000000000016,
5347,,Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,,0.82,0.38,,,,,,145.11000000000016,
5351,,LEGO Star Wars: The Video Game,XB,2005.0,Action,,0.83,0.28,,,,,,145.94000000000017,
5358,,Call Of Duty 2: Big Red One,XB,2005.0,Shooter,,0.66,0.4,,,,,,146.60000000000016,
5359,,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,,0.68,0.38,,,,,,147.28000000000017,
5367,,Forza Motorsport,XB,2005.0,Racing,,0.52,0.51,,,,,,147.80000000000018,
5368,,Need for Speed: Most Wanted,XB,2005.0,Racing,,0.53,0.46,,,,,,148.33000000000018,
5376,,NCAA Football 06,XB,2005.0,Sports,,0.73,0.21,,,,,,149.06000000000017,
5380,,MVP Baseball 2005,XB,2005.0,Sports,,0.7,0.2,,,,,,149.76000000000016,
5405,,Midnight Club 3: DUB Edition,XB,2005.0,Racing,,0.61,0.1,,,,,,150.37000000000018,
5410,,Conker: Live And Reloaded,XB,2005.0,Adventure,,0.49,0.2,,,,,,150.86000000000018,
5411,,Doom 3: Resurrection of Evil,XB,2005.0,Shooter,,0.53,0.15,,,,,,151.39000000000019,
5413,,Jade Empire,XB,2005.0,Role-Playing,,0.48,0.19,,,,,,151.87000000000018,
5416,,Halo 2 Multiplayer Map Pack,XB,2005.0,Shooter,,0.54,0.13,,,,,,152.41000000000017,
5419,,Mercenaries: Playground of Destruction,XB,2005.0,Action,,0.54,0.11,,,,,,152.95000000000016,
5420,,FIFA Soccer 06,XB,2005.0,Sports,,0.29,0.38,,,,,,153.24000000000015,
5421,,Star Wars: Republic Commando,XB,2005.0,Shooter,,0.48,0.17,,,,,,153.72000000000014,
5424,,Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,,0.49,0.14,,,,,,154.21000000000015,
5430,,NBA Live 06,XB,2005.0,Sports,,0.57,0.04,,,,,,154.78000000000014,
5434,,Tony Hawk's American Wasteland,XB,2005.0,Sports,,0.4,0.2,,,,,,155.18000000000015,
5436,,Half-Life 2,XB,2005.0,Shooter,,0.37,0.21,,,,,,155.55000000000015,
5440,,Fight Night Round 2,XB,2005.0,Fighting,,0.42,0.16,,,,,,155.97000000000014,
5445,,Prince of Persia: The Two Thrones,XB,2005.0,Action,,0.33,0.22,,,,,,156.30000000000015,
5448,,Far Cry Instincts,XB,2005.0,Shooter,,0.32,0.24,,,,,,156.62000000000015,
5452,,Battlefield 2: Modern Combat,XB,2005.0,Shooter,,0.39,0.15,,,,,,157.01000000000013,
5456,,Major League Baseball 2K5,XB,2005.0,Sports,,0.52,0.02,,,,,,157.53000000000014,
5464,,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,,0.34,0.17,,,,,,157.87000000000015,
5465,,Burnout Revenge,XB,2005.0,Racing,,0.32,0.19,,,,,,158.19000000000014,
5466,,Medal of Honor: European Assault,XB,2005.0,Shooter,,0.32,0.19,,,,,,158.51000000000013,
5472,,Gun,XB,2005.0,Shooter,,0.38,0.12,,,,,,158.89000000000013,
5486,,Tiger Woods PGA Tour 06,XB,2005.0,Sports,,0.35,0.11,,,,,,159.24000000000012,
5494,,Destroy All Humans!,XB,2005.0,Shooter,,0.34,0.11,,,,,,159.58000000000013,
5503,,WWE WrestleMania 21,XB,2005.0,Fighting,,0.34,0.1,,,,,,159.92000000000013,
5506,,World Soccer Winning Eleven 9,XB,2005.0,Sports,,0.06,0.33,,,,,,159.98000000000013,
5508,,X-Men Legends II: Rise of Apocalypse,XB,2005.0,Role-Playing,,0.3,0.12,,,,,,160.28000000000014,
5510,,50 Cent: Bulletproof,XB,2005.0,Action,,0.33,0.1,,,,,,160.61000000000016,
5526,,Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,,0.26,0.13,,,,,,160.87000000000015,
5536,,MX vs. ATV Unleashed,XB,2005.0,Racing,,0.32,0.07,,,,,,161.19000000000014,
5538,,Ultimate Spider-Man,XB,2005.0,Action,,0.26,0.11,,,,,,161.45000000000013,
5544,,Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005.0,Shooter,,0.29,0.08,,,,,,161.74000000000012,
5548,,Dance Dance Revolution Ultramix 3,XB,2005.0,Simulation,,0.28,0.08,,,,,,162.02000000000012,
5556,,NBA 2K6,XB,2005.0,Action,,0.27,0.08,,,,,,162.29000000000013,
5568,,Delta Force: Black Hawk Down,XB,2005.0,Shooter,,0.25,0.07,,,,,,162.54000000000013,
5578,,NBA Street V3,XB,2005.0,Sports,,0.28,0.03,,,,,,162.82000000000014,
5586,,The Matrix: Path of Neo,XB,2005.0,Action,,0.23,0.07,,,,,,163.05000000000013,
5587,,Mortal Kombat: Shaolin Monks,XB,2005.0,Action,,0.23,0.07,,,,,,163.28000000000011,
5588,,Brothers In Arms: Earned in Blood,XB,2005.0,Shooter,,0.23,0.07,,,,,,163.5100000000001,
5607,,Area 51,XB,2005.0,Shooter,,0.22,0.06,,,,,,163.7300000000001,
5610,,The Punisher,XB,2005.0,Action,,0.22,0.06,,,,,,163.9500000000001,
5613,,The Warriors,XB,2005.0,Action,,0.21,0.06,,,,,,164.1600000000001,
5615,,Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,,0.21,0.06,,,,,,164.37000000000012,
5616,,Madagascar,XB,2005.0,Platform,,0.21,0.06,,,,,,164.58000000000013,
5617,,True Crime: New York City,XB,2005.0,Action,,0.21,0.06,,,,,,164.79000000000013,
5621,,NASCAR 06: Total Team Control,XB,2005.0,Racing,,0.2,0.06,,,,,,164.99000000000012,
5624,,Fantastic 4,XB,2005.0,Action,,0.2,0.06,,,,,,165.1900000000001,
5632,,Oddworld: Stranger's Wrath,XB,2005.0,Adventure,,0.19,0.06,,,,,,165.3800000000001,
5633,,"SpongeBob SquarePants: Lights, Camera, Pants!",XB,2005.0,Misc,,0.19,0.06,,,,,,165.5700000000001,
5636,,World Series of Poker,XB,2005.0,Misc,,0.19,0.05,,,,,,165.7600000000001,
5638,,NHL 06,XB,2005.0,Sports,,0.19,0.05,,,,,,165.9500000000001,
5640,,The Sims 2,XB,2005.0,Simulation,,0.19,0.05,,,,,,166.1400000000001,
5642,,America's Army: Rise of a Soldier,XB,2005.0,Shooter,,0.19,0.05,,,,,,166.3300000000001,
5656,,Dragon Ball Z: Sagas,XB,2005.0,Fighting,,0.18,0.05,,,,,,166.5100000000001,
5661,,Harry Potter and the Goblet of Fire,XB,2005.0,Action,,0.18,0.05,,,,,,166.6900000000001,
5667,,The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,,0.17,0.05,,,,,,166.8600000000001,
5685,,NHL 2K6,XB,2005.0,Sports,,0.16,0.05,,,,,,167.0200000000001,
5689,,Darkwatch,XB,2005.0,Shooter,,0.16,0.05,,,,,,167.1800000000001,
5693,,Batman Begins,XB,2005.0,Action,,0.16,0.04,,,,,,167.3400000000001,
5700,,NCAA March Madness 06,XB,2005.0,Sports,,0.15,0.04,,,,,,167.4900000000001,
5706,,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005.0,Action,,0.15,0.04,,,,,,167.6400000000001,
5709,,From Russia With Love,XB,2005.0,Action,,0.15,0.04,,,,,,167.7900000000001,
5726,,Close Combat: First to Fight,XB,2005.0,Shooter,,0.14,0.04,,,,,,167.9300000000001,
5728,,NARC,XB,2005.0,Shooter,,0.14,0.04,,,,,,168.07000000000008,
5730,,Gauntlet: Seven Sorrows,XB,2005.0,Role-Playing,,0.14,0.04,,,,,,168.21000000000006,
5734,,Shadow The Hedgehog,XB,2005.0,Platform,,0.13,0.04,,,,,,168.34000000000006,
5742,,Juiced,XB,2005.0,Racing,,0.13,0.04,,,,,,168.47000000000006,
5746,,Namco Museum: 50th Anniversary,XB,2005.0,Misc,,0.13,0.04,,,,,,168.60000000000005,
5765,,TimeSplitters: Future Perfect,XB,2005.0,Shooter,,0.12,0.03,,,,,,168.72000000000006,
5774,,Halo Triple Pack,XB,2005.0,Shooter,,0.12,0.03,,,,,,168.84000000000006,
5781,,Kingdom Under Fire: Heroes,XB,2005.0,Strategy,,0.11,0.03,,,,,,168.95000000000007,
5796,,Capcom Classics Collection,XB,2005.0,Misc,,0.11,0.03,,,,,,169.0600000000001,
5799,,Pac-Man World 3,XB,2005.0,Platform,,0.11,0.04,,,,,,169.1700000000001,
5802,,Super Monkey Ball Deluxe,XB,2005.0,Misc,,0.11,0.03,,,,,,169.28000000000011,
5806,,L.A. Rush,XB,2005.0,Racing,,0.11,0.03,,,,,,169.39000000000013,
5809,,SSX On Tour,XB,2005.0,Sports,,0.11,0.03,,,,,,169.50000000000014,
5817,,Sid Meier's Pirates!,XB,2005.0,Strategy,,0.11,0.03,,,,,,169.61000000000016,
5818,,Disney's Chicken Little,XB,2005.0,Platform,,0.1,0.03,,,,,,169.71000000000015,
5833,,Mega Man Anniversary Collection,XB,2005.0,Platform,,0.1,0.03,,,,,,169.81000000000014,
5836,,Heroes of the Pacific,XB,2005.0,Simulation,,0.1,0.03,,,,,,169.91000000000014,
5840,,Spartan: Total Warrior,XB,2005.0,Action,,0.1,0.03,,,,,,170.01000000000013,
5841,,Advent Rising,XB,2005.0,Action,,0.1,0.03,,,,,,170.11000000000013,
5843,,Crash Tag Team Racing,XB,2005.0,Racing,,0.09,0.03,,,,,,170.20000000000013,
5856,,Psychonauts,XB,2005.0,Platform,,0.09,0.03,,,,,,170.29000000000013,
5859,,Castlevania: Curse of Darkness,XB,2005.0,Action,,0.09,0.03,,,,,,170.38000000000014,
5869,,Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,,0.08,0.02,,,,,,170.46000000000015,
5870,,Spy vs Spy,XB,2005.0,Action,,0.08,0.02,,,,,,170.54000000000016,
5878,,Project: Snowblind,XB,2005.0,Action,,0.08,0.02,,,,,,170.62000000000018,
5883,,Charlie and the Chocolate Factory,XB,2005.0,Adventure,,0.08,0.02,,,,,,170.7000000000002,
5893,,Dead to Rights II,XB,2005.0,Shooter,,0.08,0.02,,,,,,170.7800000000002,
5894,,Cabela's Dangerous Hunts 2,XB,2005.0,Sports,,0.08,0.02,,,,,,170.8600000000002,
5897,,Pariah,XB,2005.0,Action,,0.08,0.02,,,,,,170.94000000000023,
5898,,Cabela's Outdoor Adventures,XB,2005.0,Sports,,0.08,0.02,,,,,,171.02000000000024,
5905,,FIFA Street,XB,2005.0,Sports,,0.08,0.02,,,,,,171.10000000000025,
5906,,Conflict: Global Terror,XB,2005.0,Shooter,,0.08,0.02,,,,,,171.18000000000026,
5911,,Indigo Prophecy,XB,2005.0,Adventure,,0.07,0.03,,,,,,171.25000000000026,
5912,,College Hoops 2K6,XB,2005.0,Sports,,0.07,0.02,,,,,,171.32000000000025,
5913,,Predator: Concrete Jungle,XB,2005.0,Action,,0.07,0.02,,,,,,171.39000000000024,
5916,,Playboy: The Mansion,XB,2005.0,Simulation,,0.07,0.02,,,,,,171.46000000000024,
5919,,Robots,XB,2005.0,Action,,0.07,0.02,,,,,,171.53000000000023,
5925,,Ford Mustang: The Legend Lives,XB,2005.0,Racing,,0.07,0.02,,,,,,171.60000000000022,
5927,,World Championship Poker 2: Featuring Howard Lederer,XB,2005.0,Misc,,0.07,0.02,,,,,,171.67000000000021,
5929,,Ninja Gaiden Black,XB,2005.0,Action,,0.07,0.02,,,,,,171.7400000000002,
5933,,Shrek SuperSlam,XB,2005.0,Action,,0.07,0.02,,,,,,171.8100000000002,
5941,,Sniper Elite,XB,2005.0,Shooter,,0.07,0.02,,,,,,171.8800000000002,
5942,,The Suffering: Ties That Bind,XB,2005.0,Action,,0.07,0.02,,,,,,171.9500000000002,
5949,,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,Adventure,,0.06,0.02,,,,,,172.0100000000002,
5950,,Royal Palace of White Sword and The City of Gentiles,XB,2005.0,Role-Playing,,0.06,0.02,,,,,,172.0700000000002,
5951,,The Incredibles: Rise of the Underminer,XB,2005.0,Action,,0.06,0.02,,,,,,172.1300000000002,
5968,,Midway Arcade Treasures 3,XB,2005.0,Misc,,0.06,0.02,,,,,,172.1900000000002,
5972,,Evil Dead: Regeneration,XB,2005.0,Action,,0.06,0.02,,,,,,172.2500000000002,
5976,,Ford vs. Chevy,XB,2005.0,Racing,,0.06,0.02,,,,,,172.3100000000002,
5984,,Scooby-Doo! Unmasked,XB,2005.0,Platform,,0.06,0.02,,,,,,172.3700000000002,
5989,,Still Life,XB,2005.0,Adventure,,0.05,0.02,,,,,,172.42000000000021,
5990,,Big Mutha Truckers 2,XB,2005.0,Racing,,0.05,0.02,,,,,,172.47000000000023,
5993,,Tak: The Great Juju Challenge,XB,2005.0,Platform,,0.05,0.02,,,,,,172.52000000000024,
5995,,Combat: Task Force 121,XB,2005.0,Shooter,,0.05,0.02,,,,,,172.57000000000025,
6018,,Karaoke Revolution Party,XB,2005.0,Misc,,0.05,0.01,,,,,,172.62000000000026,
6020,,187: Ride or Die,XB,2005.0,Racing,,0.05,0.01,,,,,,172.67000000000027,
6022,,World Poker Tour,XB,2005.0,Misc,,0.05,0.01,,,,,,172.72000000000028,
6027,,Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,,0.05,0.01,,,,,,172.7700000000003,
6031,,Tecmo Classic Arcade,XB,2005.0,Misc,,0.05,0.01,,,,,,172.8200000000003,
6036,,Cold Fear,XB,2005.0,Action,,0.05,0.01,,,,,,172.87000000000032,
6037,,Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,,0.05,0.01,,,,,,172.92000000000033,
6038,,Serious Sam II,XB,2005.0,Shooter,,0.05,0.01,,,,,,172.97000000000034,
6045,,Splat Renegade Paintball,XB,2005.0,Sports,,0.04,0.01,,,,,,173.01000000000033,
6048,,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005.0,Simulation,,0.04,0.01,,,,,,173.05000000000032,
6052,,Constantine,XB,2005.0,Action,,0.04,0.01,,,,,,173.09000000000032,
6062,,Dynasty Warriors 5,XB,2005.0,Action,,0.04,0.01,,,,,,173.1300000000003,
6063,,Myst IV: Revelation,XB,2005.0,Adventure,,0.04,0.01,,,,,,173.1700000000003,
6074,,Crime Life: Gang Wars,XB,2005.0,Action,,0.04,0.01,,,,,,173.2100000000003,
6075,,Rugby 2005,XB,2005.0,Sports,,0.04,0.01,,,,,,173.25000000000028,
6076,,Taito Legends,XB,2005.0,Misc,,0.04,0.01,,,,,,173.29000000000028,
6078,,American Chopper 2: Full Throttle,XB,2005.0,Racing,,0.04,0.01,,,,,,173.33000000000027,
6080,,Raze's Hell,XB,2005.0,Shooter,,0.04,0.01,,,,,,173.37000000000026,
6084,,The Bible Game,XB,2005.0,Misc,,0.03,0.01,,,,,,173.40000000000026,
6088,,Operation Flashpoint: Elite,XB,2005.0,Shooter,,0.03,0.01,,,,,,173.43000000000026,
6093,,Outlaw Tennis,XB,2005.0,Sports,,0.03,0.01,,,,,,173.46000000000026,
6096,,Metal Slug 4 & 5,XB,2005.0,Shooter,,0.03,0.01,,,,,,173.49000000000026,
6100,,Capcom Fighting Evolution,XB,2005.0,Fighting,,0.03,0.01,,,,,,173.52000000000027,
6102,,Shattered Union,XB,2005.0,Strategy,,0.03,0.01,,,,,,173.55000000000027,
6103,,Worms 4: Mayhem,XB,2005.0,Strategy,,0.03,0.01,,,,,,173.58000000000027,
6117,,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005.0,Action,,0.03,0.01,,,,,,173.61000000000027,
6118,,Beatdown: Fists of Vengeance,XB,2005.0,Action,,0.03,0.01,,,,,,173.64000000000027,
6122,,MX World Tour Featuring Jamie Little,XB,2005.0,Racing,,0.03,0.01,,,,,,173.67000000000027,
6126,,Special Forces: Nemesis Strike,XB,2005.0,Shooter,,0.03,0.01,,,,,,173.70000000000027,
6134,,Tork: Prehistoric Punk,XB,2005.0,Platform,,0.02,0.01,,,,,,173.72000000000028,
6138,,Digimon World 4,XB,2005.0,Role-Playing,,0.02,0.01,,,,,,173.7400000000003,
6143,,Virtual Pool: Tournament Edition,XB,2005.0,Sports,,0.02,0.01,,,,,,173.7600000000003,
6149,,The King of Fighters 02/03,XB,2005.0,Fighting,,0.02,0.01,,,,,,173.7800000000003,
6152,,Frogger: Ancient Shadow,XB,2005.0,Platform,,0.02,0.01,,,,,,173.80000000000032,
6165,,Cold War,XB,2005.0,Shooter,,0.02,0.01,,,,,,173.82000000000033,
6166,,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005.0,Platform,,0.02,0.01,,,,,,173.84000000000034,
6167,,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005.0,Action,,0.02,0.01,,,,,,173.86000000000035,
6168,,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005.0,Shooter,,0.02,0.01,,,,,,173.88000000000036,
6171,,ScrapLand,XB,2005.0,Action,,0.02,0.0,,,,,,173.90000000000038,
6176,,Zathura,XB,2005.0,Adventure,,0.02,0.0,,,,,,173.92000000000039,
6179,,Iron Phoenix,XB,2005.0,Fighting,,0.02,0.0,,,,,,173.9400000000004,
6185,,Chicago Enforcer,XB,2005.0,Shooter,,0.02,0.0,,,,,,173.9600000000004,
6186,,Motocross Mania 3,XB,2005.0,Racing,,0.01,0.0,,,,,,173.9700000000004,
6187,,Pump It Up: Exceed,XB,2005.0,Misc,,0.01,0.0,,,,,,173.9800000000004,
6191,,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005.0,Platform,,0.01,0.0,,,,,,173.99000000000038,
6193,,Red Ninja: End of Honor,XB,2005.0,Action,,0.01,0.0,,,,,,174.00000000000037,
6194,,TMNT: Mutant Melee,XB,2005.0,Fighting,,0.01,0.0,,,,,,174.01000000000036,
6197,,Top Gear RPM Tuning,XB,2005.0,Racing,,0.01,0.0,,,,,,174.02000000000035,
6211,,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,,0.01,0.0,,,,,,174.03000000000034,
6213,,Aeon Flux,XB,2005.0,Action,,0.01,0.0,,,,,,174.04000000000033,
6214,,Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,,0.01,0.0,,,,,,174.05000000000032,
6313,,Madden NFL 07,XB,2006.0,Sports,,0.97,0.03,,,,,,175.02000000000032,
6378,,NCAA Football 07,XB,2006.0,Sports,,0.42,0.12,,,,,,175.4400000000003,
6379,,The Godfather (old US sales),XB,2006.0,Action,,0.42,0.11,,,,,,175.8600000000003,
6381,,FIFA Soccer 07,XB,2006.0,Sports,,0.16,0.35,,,,,,176.0200000000003,
6407,,Scarface: The World is Yours,XB,2006.0,Action,,0.37,0.11,,,,,,176.3900000000003,
6416,,Need for Speed Carbon,XB,2006.0,Racing,,0.35,0.1,,,,,,176.7400000000003,
6426,,The Godfather (US sales),XB,2006.0,Action,,0.33,0.1,,,,,,177.0700000000003,
6427,,LEGO Star Wars II: The Original Trilogy,XB,2006.0,Action,,0.33,0.1,,,,,,177.40000000000032,
6438,,Black,XB,2006.0,Shooter,,0.31,0.09,,,,,,177.71000000000032,
6439,,Double Pack: Finding Nemo / The Incredibles,XB,2006.0,Action,,0.31,0.09,,,,,,178.02000000000032,
6472,,MVP 06 NCAA Baseball,XB,2006.0,Sports,,0.25,0.07,,,,,,178.27000000000032,
6474,,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,,0.21,0.11,,,,,,178.48000000000033,
6479,,Fight Night Round 3,XB,2006.0,Fighting,,0.26,0.06,,,,,,178.74000000000032,
6485,,Major League Baseball 2K6,XB,2006.0,Sports,,0.24,0.07,,,,,,178.98000000000033,
6552,,FIFA World Cup Germany 2006,XB,2006.0,Sports,,0.18,0.05,,,,,,179.16000000000034,
6582,,Midnight Club 3: DUB Edition Remix,XB,2006.0,Racing,,0.15,0.04,,,,,,179.31000000000034,
6584,,Cars,XB,2006.0,Racing,,0.15,0.04,,,,,,179.46000000000035,
6604,,Tiger Woods PGA Tour 07,XB,2006.0,Sports,,0.13,0.05,,,,,,179.59000000000034,
6623,,25 to Life,XB,2006.0,Shooter,,0.12,0.04,,,,,,179.71000000000035,
6651,,Jaws Unleashed,XB,2006.0,Action,,0.11,0.03,,,,,,179.82000000000036,
6656,,Arena Football,XB,2006.0,Sports,,0.11,0.03,,,,,,179.93000000000038,
6664,,Hitman: Blood Money,XB,2006.0,Action,,0.11,0.03,,,,,,180.0400000000004,
6687,,Tomb Raider: Legend,XB,2006.0,Action,,0.1,0.03,,,,,,180.14000000000038,
6691,,Sonic Riders,XB,2006.0,Racing,,0.1,0.03,,,,,,180.24000000000038,
6699,,NBA Ballers: Phenom,XB,2006.0,Sports,,0.09,0.03,,,,,,180.33000000000038,
6715,,NFL Head Coach,XB,2006.0,Sports,,0.09,0.03,,,,,,180.42000000000039,
6751,,X-Men: The Official Game,XB,2006.0,Action,,0.08,0.02,,,,,,180.5000000000004,
6758,,Over the Hedge,XB,2006.0,Platform,,0.07,0.02,,,,,,180.5700000000004,
6763,,Ice Age 2: The Meltdown,XB,2006.0,Platform,,0.07,0.02,,,,,,180.64000000000038,
6800,,FIFA Street 2,XB,2006.0,Sports,,0.06,0.02,,,,,,180.7000000000004,
6802,,Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,,0.06,0.02,,,,,,180.7600000000004,
6820,,Far Cry Instincts Evolution,XB,2006.0,Shooter,,0.06,0.02,,,,,,180.8200000000004,
6823,,And1 Streetball,XB,2006.0,Action,,0.06,0.02,,,,,,180.8800000000004,
6844,,Driver: Parallel Lines,XB,2006.0,Racing,,0.05,0.01,,,,,,180.9300000000004,
6888,,NBA Live 07,XB,2006.0,Sports,,0.04,0.01,,,,,,180.9700000000004,
6896,,MLB SlugFest 2006,XB,2006.0,Sports,,0.04,0.01,,,,,,181.0100000000004,
6937,,Full Spectrum Warrior: Ten Hammers,XB,2006.0,Strategy,,0.03,0.01,,,,,,181.0400000000004,
6951,,FlatOut 2,XB,2006.0,Racing,,0.03,0.01,,,,,,181.0700000000004,
6963,,NASCAR 07,XB,2006.0,Racing,,0.03,0.01,,,,,,181.1000000000004,
6965,,Torino 2006,XB,2006.0,Sports,,0.03,0.01,,,,,,181.1300000000004,
6976,,The Da Vinci Code,XB,2006.0,Action,,0.03,0.01,,,,,,181.1600000000004,
6978,,Dreamfall: The Longest Journey,XB,2006.0,Adventure,,0.03,0.01,,,,,,181.1900000000004,
7003,,Painkiller: Hell Wars,XB,2006.0,Shooter,,0.03,0.01,,,,,,181.2200000000004,
7006,,TOCA Race Driver 3,XB,2006.0,Racing,,0.03,0.01,,,,,,181.2500000000004,
7029,,Stacked with Daniel Negreanu,XB,2006.0,Misc,,0.02,0.01,,,,,,181.2700000000004,
7039,,Curious George,XB,2006.0,Action,,0.02,0.01,,,,,,181.29000000000042,
7040,,Real World Golf,XB,2006.0,Sports,,0.02,0.01,,,,,,181.31000000000043,
7052,,NBA 2K7,XB,2006.0,Sports,,0.02,0.01,,,,,,181.33000000000044,
7061,,NHL 07,XB,2006.0,Sports,,0.02,0.01,,,,,,181.35000000000045,
7066,,World War II Combat: Road To Berlin,XB,2006.0,Shooter,,0.02,0.01,,,,,,181.37000000000046,
7094,,Samurai Shodown V,XB,2006.0,Fighting,,0.02,0.0,,,,,,181.39000000000047,
7098,,Commandos: Strike Force,XB,2006.0,Shooter,,0.02,0.0,,,,,,181.41000000000048,
7112,,The King of Fighters NeoWave,XB,2006.0,Fighting,,0.02,0.0,,,,,,181.4300000000005,
7133,,Rugby 06,XB,2006.0,Sports,,0.01,0.0,,,,,,181.44000000000048,
7135,,Urban Chaos: Riot Response,XB,2006.0,Shooter,,0.01,0.0,,,,,,181.45000000000047,
7146,,The Hustle: Detroit Streets,XB,2006.0,Sports,,0.01,0.0,,,,,,181.46000000000046,
7149,,Rogue Trooper,XB,2006.0,Shooter,,0.01,0.0,,,,,,181.47000000000045,
7157,,Final Fight: Streetwise,XB,2006.0,Action,,0.01,0.0,,,,,,181.48000000000044,
7163,,Army Men: Major Malfunction,XB,2006.0,Shooter,,0.01,0.0,,,,,,181.49000000000044,
7178,,Hummer Badlands,XB,2006.0,Racing,,0.01,0.0,,,,,,181.50000000000043,
7182,,IHRA Drag Racing: Sportsman Edition,XB,2006.0,Racing,,0.01,0.0,,,,,,181.51000000000042,
7216,,NHL 2K7,XB,2006.0,Sports,,0.01,0.0,,,,,,181.5200000000004,
7671,,Madden NFL 08,XB,2007.0,Sports,,0.22,0.06,,,,,,181.7400000000004,
7790,,Van Helsing,XB,2007.0,Action,,0.13,0.04,,,,,,181.8700000000004,
8000,,NCAA Football 08,XB,2007.0,Sports,,0.06,0.02,,,,,,181.9300000000004,
9120,,Madden NFL 09,XB,2008.0,Sports,,0.13,0.04,,,,,,182.0600000000004,
22550,130.0,Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,,,187.0400000000004,0.08
22574,465.0,Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,,,188.89000000000038,0.08
22581,789.0,Project Gotham Racing (JP weekly sales),XB,2002.0,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,,,190.43000000000038,0.12
22592,618.0,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003.0,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49,,,192.27000000000038,0.12
